#{"t_start": 1636776089.2203422, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1
-1015.582456,41,49.752564,46.896299,-1015.582456
-1387.496529,93,50.655945,-295.774379,-1387.496529
-963.714227,59,51.21506,-81.195305,-963.714227
-961.543715,44,51.716052,31.756518,-961.543715
-1006.863844,48,52.215248,-29.56964,-1006.863844
-1070.128057,56,52.895796,-135.705171,-1070.128057
-993.852491,40,53.354775,3.55996,-993.852491
-1074.849875,56,53.955877,-66.006353,-1074.849875
-1148.603148,56,54.502499,-138.052081,-1148.603148
-1064.753305,56,55.048236,-89.424014,-1064.753305
-1053.450563,41,55.457558,-13.937909,-1053.450563
-941.43233,36,55.815536,75.268312,-941.43233
-1212.706127,70,56.476564,-166.249038,-1212.706127
-970.316836,43,56.889793,7.676139,-970.316836
-906.955091,82,57.669609,-231.028304,-906.955091
-1163.404612,69,58.370333,-118.755222,-1163.404612
-934.439653,34,58.745808,66.651461,-934.439653
-1147.409568,69,59.383705,836.547696,-1147.409568
-1132.876945,63,59.98725,-91.567378,-1132.876945
-1068.499562,59,60.574851,-51.04399,-1068.499562
-1235.759453,77,61.368543,-266.371454,-1235.759453
-1022.554325,49,61.851421,2.990661,-1022.554325
-1064.135792,51,62.364584,-51.275047,-1064.135792
-977.009544,40,62.75296,50.0753,-977.009544
-1122.474137,48,63.287165,-20.09037,-1122.474137
-1002.03157,45,63.725104,26.800723,-1002.03157
-1051.689139,48,64.333414,-28.286548,-1051.689139
-1110.524953,57,64.886642,-43.079343,-1110.524953
-1395.114495,100,65.926124,644.065443,-1395.114495
-1225.990485,67,66.788324,-185.38185,-1225.990485
-1053.71957,55,67.512024,-62.579622,-1053.71957
-1454.677923,110,68.851164,572.531832,-1454.677923
-1151.444311,60,69.656551,-104.836203,-1151.444311
-1063.181035,49,70.261514,-31.205284,-1063.181035
-1209.396009,61,70.843226,-19.487387,-1209.396009
-1038.362712,49,71.970785,-32.794245,-1038.362712
-1073.247632,52,72.523566,-84.528657,-1073.247632
-1171.535844,62,73.164074,-102.217988,-1171.535844
-1054.572696,55,73.749314,-54.770263,-1054.572696
-1071.011688,58,74.36921,-77.336003,-1071.011688
-1008.709634,41,74.850237,118.686901,-1008.709634
-1222.068501,72,75.703776,-202.544721,-1222.068501
-1350.510723,82,76.733701,-286.163547,-1350.510723
