#{"t_start": 1636776122.7104752, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1-1118.923659,78,16.681695,-186.730612,-1118.923659
-1032.205387,39,17.066509,84.363019,-1032.205387
-999.229859,45,17.504192,7.785904,-999.229859
-1114.66901,64,18.167739,-109.517641,-1114.66901
-1042.75587,50,18.699918,-19.472379,-1042.75587
-998.10221,42,19.212008,30.844149,-998.10221
-1061.234091,43,19.695955,113.96723,-1061.234091
-996.751234,50,20.284131,-10.127214,-996.751234
-1135.622738,60,20.860032,66.816605,-1135.622738
-982.759766,41,21.270368,-11.22208,-982.759766
-1114.115079,51,21.777845,149.745816,-1114.115079
-962.499358,38,22.141614,1064.927834,-962.499358
-1066.22322,57,22.681795,-81.561508,-1066.22322
-1114.982958,56,23.227166,-65.435566,-1114.982958
-950.278749,47,23.68053,43.550441,-950.278749
-1128.215573,60,24.24774,-170.720461,-1128.215573
-1062.032334,47,24.743068,11.253006,-1062.032334
-1017.865631,48,25.237687,-3.96183,-1017.865631
-969.961012,38,25.595069,1052.266025,-969.961012
-1087.59422,51,26.087191,-10.998543,-1087.59422
-927.998794,52,26.575241,-63.195629,-927.998794
-1020.120461,47,27.040026,44.202148,-1020.120461
-1045.718845,51,27.572711,14.064454,-1045.718845
-1055.997424,47,28.050664,25.702181,-1055.997424
-1260.018969,68,28.720097,-180.770118,-1260.018969
-1046.196502,55,29.255583,-53.567905,-1046.196502
-973.718766,37,29.704005,59.967484,-973.718766
-1170.83441,69,30.384302,-132.571355,-1170.83441
-1127.665213,56,31.049017,-27.375258,-1127.665213
-961.05376,39,31.427344,78.138246,-961.05376
-1032.930618,43,31.887224,39.053155,-1032.930618
-979.745041,43,32.303464,-16.885258,-979.745041
-1197.838725,75,33.232499,-157.204783,-1197.838725
-1022.987498,48,33.876592,-37.294273,-1022.987498
-1203.507732,77,34.808483,796.725641,-1203.507732
-1159.692828,58,35.535516,-108.876162,-1159.692828
-926.798246,59,36.331677,-57.599458,-926.798246
-1138.735833,56,36.973722,-102.500203,-1138.735833
-986.205715,37,37.325069,61.674315,-986.205715
-1157.349482,57,38.52838,143.033742,-1157.349482
-1253.636203,74,39.29279,-190.074629,-1253.636203
-1087.262293,48,39.799474,116.937275,-1087.262293
-1199.467089,58,40.411416,-80.339274,-1199.467089
-1022.302326,45,40.903321,15.028684,-1022.302326
-1048.06127,56,41.560375,-101.987662,-1048.06127
-917.210731,44,42.081128,16.379899,-917.210731
-1111.250763,59,42.834099,-48.778079,-1111.250763
-1109.393554,55,43.517089,-65.012016,-1109.393554
-1185.152454,75,44.556825,-177.289375,-1185.152454
-1061.324604,50,45.435862,-4.33761,-1061.324604
-1227.495804,74,46.298531,-265.707199,-1227.495804
-1073.810746,55,46.872397,-92.957534,-1073.810746
-1002.086841,57,47.48107,0.032407,-1002.086841
-1036.231025,52,48.033008,-11.104656,-1036.231025
-1171.339615,66,48.744695,-129.210106,-1171.339615
-1317.212758,94,49.859037,-319.711661,-1317.212758
-1113.71171,62,50.829466,-77.183527,-1113.71171
-988.15024,43,51.526017,26.298703,-988.15024
-1053.953299,49,52.23079,1.397823,-1053.953299
-1006.634876,38,52.724104,40.734182,-1006.634876
-1028.150404,50,53.346126,-11.406471,-1028.150404
-1131.194124,63,54.116308,-79.383583,-1131.194124
-1329.168289,82,54.956983,-288.107459,-1329.168289
-1098.106293,59,55.509173,-88.452894,-1098.106293
-1241.611503,80,56.333542,-189.3819,-1241.611503
-1425.31483,94,57.304711,-277.45343,-1425.31483
-988.895445,38,57.666302,61.793805,-988.895445
-1114.830433,57,58.218861,-100.7442,-1114.830433
-1097.299339,53,58.880456,114.009947,-1097.299339
-980.711597,40,59.383415,51.472617,-980.711597
-1028.398669,46,60.099603,5.577141,-1028.398669
-969.806122,52,61.007438,-48.205434,-969.806122
-1194.625498,71,62.180776,-145.223631,-1194.625498
-1071.392838,54,62.942583,6.194122,-1071.392838
-967.570488,39,63.870173,72.8183,-967.570488
-969.347472,40,64.471425,83.633437,-969.347472
-1080.749376,57,65.421048,-115.130108,-1080.749376
-1091.293802,56,66.5559,-30.153671,-1091.293802
-1109.244897,56,68.070477,-13.545599,-1109.244897
-1081.452364,58,69.367955,-72.951117,-1081.452364
-990.297448,45,70.229216,1008.081254,-990.297448
-1020.981824,51,71.317365,-70.646201,-1020.981824
-1172.257929,62,73.049643,-81.970655,-1172.257929
-975.111349,36,73.921443,58.341977,-975.111349
-1089.853704,59,75.272158,913.032975,-1089.853704
-1089.294998,56,76.410299,-80.874163,-1089.294998
-1181.482975,61,77.693304,-101.533165,-1181.482975
-995.76786,53,79.006016,-82.026928,-995.76786
-1341.677206,87,81.896988,-260.75832,-1341.677206
-1109.260871,59,83.146095,-106.89497,-1109.260871
-1130.53514,57,84.70316,-122.270954,-1130.53514
-1058.476248,42,85.801153,-8.889604,-1058.476248
-957.150764,37,86.596062,2.693736,-957.150764
-998.818706,46,87.348222,-21.411628,-998.818706
-1110.426742,65,88.405892,-108.474358,-1110.426742
-1017.154294,47,89.112255,12.162177,-1017.154294
-1195.166122,61,90.172826,-19.160681,-1195.166122
-991.748247,38,90.819696,24.870505,-991.748247
-1191.22587,65,92.102726,181.604874,-1191.22587
-1103.297954,48,92.869634,123.246457,-1103.297954
-1045.159522,51,93.825759,-0.764618,-1045.159522
-1004.859208,48,94.674783,1018.007247,-1004.859208
-1061.727115,55,95.81454,-65.797659,-1061.727115
-1154.96763,66,97.074988,-149.005412,-1154.96763
-1041.823484,54,97.995142,-88.39922,-1041.823484
-958.527126,43,98.812333,-0.794605,-958.527126
-1122.404626,56,100.021181,-81.948806,-1122.404626
-997.320828,38,100.798029,76.558022,-997.320828
-1006.089034,42,101.521866,97.379471,-1006.089034
-1157.559983,72,102.587138,-174.538279,-1157.559983
-1053.46722,53,103.334344,-48.048962,-1053.46722
-1009.796877,48,103.9726,-37.689269,-1009.796877
-1055.26451,54,104.698655,-42.840131,-1055.26451
-1035.409557,55,105.76041,976.733419,-1035.409557
-1289.927602,97,107.079077,717.048428,-1289.927602
-1109.953905,60,107.824331,-99.948989,-1109.953905
-924.163562,55,108.545008,-84.669286,-924.163562
-1069.462627,49,109.264117,-52.020519,-1069.462627
-955.096895,48,109.917601,-45.285509,-955.096895
-1028.948599,43,110.454162,10.513653,-1028.948599
-1104.18194,54,111.262256,-62.320106,-1104.18194
-959.646006,42,111.992875,31.330244,-959.646006
-1173.562567,74,113.22084,-173.999784,-1173.562567
-1082.171852,59,114.178021,-18.818222,-1082.171852
-1262.604984,72,115.298805,-189.658063,-1262.604984
-1086.374984,57,116.169681,-28.871877,-1086.374984
-1131.043791,57,117.022177,-62.827903,-1131.043791
-1385.732145,102,118.654964,641.749301,-1385.732145
-1141.659568,62,119.531534,-105.459733,-1141.659568
-1137.043913,59,120.402086,-80.006556,-1137.043913
-1046.397232,42,120.976578,26.179288,-1046.397232
-1146.028782,66,121.830466,-63.473341,-1146.028782
-1130.042274,56,122.585375,-75.772667,-1130.042274
-956.486834,47,123.193712,-24.68132,-956.486834
-1014.598763,44,123.782153,18.387684,-1014.598763
-1037.725713,40,124.308949,121.21687,-1037.725713
-1070.908961,49,124.929809,89.596735,-1070.908961
-1128.189023,55,125.584814,-110.018403,-1128.189023
-1043.374246,43,126.125141,13.009505,-1043.374246
-1116.666234,57,126.847087,-88.401562,-1116.666234
-973.40973,48,127.473329,-7.583209,-973.40973
-1032.0355,45,128.070294,-4.943533,-1032.0355
-979.168177,38,128.53597,19.252394,-979.168177
-1029.335207,42,129.065779,-23.195292,-1029.335207
-972.808287,37,129.551617,47.74463,-972.808287
-979.430765,41,130.039355,33.699974,-979.430765
-1084.560916,51,130.712869,-30.280503,-1084.560916
-995.407847,45,131.306751,8.403021,-995.407847
-1066.462944,51,131.958963,-14.855736,-1066.462944
-982.975249,37,132.467377,66.773756,-982.975249
-1052.211376,51,133.092238,-45.076648,-1052.211376
-1073.705388,53,134.055729,-35.784669,-1073.705388
-1094.450663,53,134.734154,-40.339388,-1094.450663
-1000.659438,48,135.343324,-52.469881,-1000.659438
-944.433965,39,135.847753,13.998294,-944.433965
-971.905803,49,136.642066,25.736627,-971.905803
-973.0302,37,137.328967,42.969948,-973.0302
-1062.095419,45,138.032994,-3.746998,-1062.095419
-963.356237,44,138.588223,23.891879,-963.356237
-1113.052542,62,139.366127,896.768737,-1113.052542
-1141.384758,65,140.238779,-112.859748,-1141.384758
-967.529481,39,140.78221,74.484395,-967.529481
-1252.238718,78,141.820823,-176.891388,-1252.238718
-945.398868,39,142.335447,14.582219,-945.398868
-1140.807297,61,143.172842,-84.832192,-1140.807297
-1020.113153,46,143.846979,22.549259,-1020.113153
-1065.262523,53,144.672179,-15.852038,-1065.262523
-1017.355288,45,145.377883,-46.520689,-1017.355288
-984.853313,46,146.014216,-20.244878,-984.853313
-1107.875242,54,146.791125,-30.129863,-1107.875242
-1173.42655,67,147.751765,-163.882052,-1173.42655
-1137.65188,54,148.466197,-85.628007,-1137.65188
-1138.578438,62,149.243655,-119.964938,-1138.578438
-1080.316712,56,150.016203,-29.051724,-1080.316712
-1039.177029,67,150.879326,-181.666665,-1039.177029
-971.191805,41,151.432554,20.265106,-971.191805
-1453.749638,128,153.152811,540.236244,-1453.749638
-1104.425263,60,153.915929,-146.673748,-1104.425263
-1126.663262,60,154.66466,-104.481703,-1126.663262
