#{"t_start": 1635362845.5171032, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1
-1085.537033,55,21.566204,-71.917521,-1085.537033
-982.225894,43,22.046555,40.316717,-982.225894
-1057.010149,56,22.635537,-80.074969,-1057.010149
-977.522273,41,23.060528,44.985787,-977.522273
-976.59044,38,23.520627,31.339544,-976.59044
-1082.729093,69,24.3766,-131.679288,-1082.729093
-996.817608,41,24.86118,-0.625302,-996.817608
-972.8731,41,25.346827,34.265721,-972.8731
-1099.831971,51,25.990179,131.900332,-1099.831971
-996.86563,49,26.680594,12.115537,-996.86563
-953.424089,41,27.247871,1044.201035,-953.424089
-963.919278,44,27.859146,10.761889,-963.919278
-1109.578133,58,28.661332,-76.556096,-1109.578133
-1184.693718,75,29.709726,873.920803,-1184.693718
-1192.437157,68,30.49288,-136.418909,-1192.437157
-1102.111628,54,31.138902,10.050094,-1102.111628
-1014.132722,40,31.674218,33.63937,-1014.132722
-1012.522526,45,32.251286,-6.269231,-1012.522526
-1057.349741,59,33.042147,951.290963,-1057.349741
-998.20671,44,33.566322,4.986426,-998.20671
-1039.767924,42,34.134042,13.19861,-1039.767924
-1380.773838,95,35.584716,641.133191,-1380.773838
-1233.226189,70,36.591253,-190.979115,-1233.226189
-1042.219537,49,37.271667,-24.015346,-1042.219537
-1161.38853,64,38.225632,-105.935979,-1161.38853
-1002.020587,44,38.768359,18.150368,-1002.020587
-984.071755,41,39.226898,-4.259849,-984.071755
-1105.828171,57,39.859894,-108.926482,-1105.828171
-992.317142,40,40.292936,28.696409,-992.317142
-978.954406,43,40.787289,76.644693,-978.954406
-1112.532222,63,41.504873,-119.790662,-1112.532222
-1346.322364,92,42.575567,-350.287326,-1346.322364
-1005.534379,45,43.14851,23.964451,-1005.534379
-1003.919434,46,43.785324,-0.255046,-1003.919434
-1030.415881,49,44.49095,968.573823,-1030.415881
-1036.190652,44,45.121,60.70837,-1036.190652
-1048.688978,57,45.92127,950.366491,-1048.688978
-1048.541199,47,46.568393,109.511357,-1048.541199
-1199.444412,65,48.035299,-76.765586,-1199.444412
-1040.431551,56,48.675174,-77.158084,-1040.431551
-970.648447,54,49.288995,-99.552183,-970.648447
-1164.002499,63,49.999604,-99.584103,-1164.002499
-987.315786,46,50.49901,39.069589,-987.315786
-1085.801932,49,51.046155,19.596534,-1085.801932
-1020.78688,49,51.665888,989.422348,-1020.78688
-1021.56675,42,52.286173,23.141272,-1021.56675
-981.147258,42,52.921478,67.371369,-981.147258
-1103.566848,60,53.806253,-90.37707,-1103.566848
-1321.61591,87,55.015791,762.089145,-1321.61591
-1189.866821,58,55.820707,-95.798336,-1189.866821
-1071.105822,61,56.511478,941.554544,-1071.105822
-1022.420295,41,56.968447,27.689202,-1022.420295
-986.560639,43,57.460124,37.5955,-986.560639
-1030.707169,54,58.06474,989.528488,-1030.707169
-1200.634533,71,58.966272,-187.891077,-1200.634533
-1034.986501,46,59.542603,77.184651,-1034.986501
-965.676919,37,59.979901,36.901682,-965.676919
-1080.538005,50,60.712311,-92.325059,-1080.538005
-1174.564915,74,61.765845,825.32424,-1174.564915
-1126.767765,65,62.682278,-105.89466,-1126.767765
-1002.944669,37,63.217495,55.493452,-1002.944669
-1096.993356,52,63.94604,-51.525519,-1096.993356
-977.528197,37,64.481049,69.923121,-977.528197
-985.128197,43,65.105929,1026.272602,-985.128197
-1029.265262,39,65.679995,95.434065,-1029.265262
-1067.552677,49,66.430521,-83.003275,-1067.552677
-1074.486975,59,67.345799,32.981852,-1074.486975
-1115.400141,62,68.497433,-87.452732,-1115.400141
-1079.987599,53,69.474672,-54.121648,-1079.987599
-984.736573,41,70.15048,13.319558,-984.736573
