#{"t_start": 1638332545.6913884, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
-2478.409351,189,3.257702,-417.630462,-2478.409351
-1113.423669,108,4.325224,772.93328,-1113.423669
-139.84202,500,9.188315,-158.145935,-139.84202
-1393.813148,140,10.607706,764.668656,-1393.813148
-562.197324,190,12.402853,706.844202,-562.197324
-1409.229854,191,14.175437,769.482487,-1409.229854
-949.361795,500,19.433685,-430.465997,-949.361795
-1656.724697,310,23.137363,540.66358,-1656.724697
-1414.036824,246,25.394639,781.973234,-1414.036824
-998.237335,122,26.61024,1088.684036,-998.237335
-792.30018,114,27.79928,386.033669,-792.30018
-1452.403939,109,28.921074,647.13416,-1452.403939
-562.472139,251,31.355818,824.631252,-562.472139
-92.936835,500,36.128973,-57.230622,-92.936835
-1394.005269,352,39.684515,1308.982536,-1394.005269
-1205.239764,115,40.863081,920.64212,-1205.239764
-831.299653,81,41.667632,1224.876589,-831.299653
-2731.321628,495,48.450178,-494.510358,-2731.321628
-1426.074241,160,50.588121,766.579596,-1426.074241
-645.708343,266,53.742328,1641.41382,-645.708343
-1323.870278,209,56.333303,1071.807718,-1323.870278
-1066.835427,90,57.432963,940.528754,-1066.835427
-1455.755737,178,59.303003,763.113132,-1455.755737
-1244.46363,185,61.194945,822.576877,-1244.46363
-2192.091752,113,62.336165,-56.946393,-2192.091752
-619.490243,184,64.181933,768.560662,-619.490243
-1422.429271,136,65.499641,664.980305,-1422.429271
-1434.578559,184,67.493513,821.636247,-1434.578559
-1263.045263,178,69.134914,862.928066,-1263.045263
-620.7625,210,71.31517,806.716756,-620.7625
-468.053017,364,74.907396,1098.856575,-468.053017
-768.584486,210,77.144495,1227.8162,-768.584486
-1313.431743,152,78.697153,897.899993,-1313.431743
-2926.581401,500,83.507569,-2889.015511,-2926.581401
-1066.380451,382,87.63683,1593.120692,-1066.380451
-1016.798087,177,89.350648,1160.488646,-1016.798087
-1407.873875,363,93.219353,1107.869192,-1407.873875
-938.779152,87,94.082412,1085.083211,-938.779152
-801.54878,93,95.1286,310.175176,-801.54878
-1478.203393,217,97.285726,549.793172,-1478.203393
1025.756279,76,98.141723,-914.349204,1025.756279
-864.046588,197,100.102638,1371.80714,-864.046588
-763.243096,93,101.052856,273.940096,-763.243096
-563.900983,169,102.84747,649.380237,-563.900983
-610.073283,156,104.350233,643.34502,-610.073283
-1265.635841,42,104.747482,753.651174,-1265.635841
-1222.903894,178,106.537503,991.857698,-1222.903894
-1037.623977,133,107.902018,1118.531816,-1037.623977
-2312.99439,173,110.248209,-86.743817,-2312.99439
-1316.795939,184,112.199251,935.133539,-1316.795939
-1207.158751,187,114.14345,982.155234,-1207.158751
-826.969309,103,115.243223,439.51802,-826.969309
409.907147,174,117.34673,-1558.73059,409.907147
-1015.24188,172,119.594846,1055.417868,-1015.24188
-846.066372,189,122.001657,1439.849484,-846.066372
-1130.965826,199,124.623734,943.405635,-1130.965826
-1417.482091,203,127.015706,832.782214,-1417.482091
-922.93363,165,128.845604,1280.735154,-922.93363
-849.391883,124,130.346356,271.805114,-849.391883
-1502.891484,119,131.533564,643.444824,-1502.891484
-759.280629,223,134.082094,1423.786359,-759.280629
-168.830519,500,139.361781,1009.671077,-168.830519
-1525.337515,144,140.875586,529.577047,-1525.337515
-1037.946937,222,143.219227,1207.455141,-1037.946937
-1634.680783,429,147.398064,615.661348,-1634.680783
-1508.570954,110,148.468407,527.836856,-1508.570954
-1502.779859,236,150.588665,817.58125,-1502.779859
-631.553996,170,152.165323,594.357199,-631.553996
-714.630302,369,156.568247,1707.368213,-714.630302
-2178.137069,212,158.387761,84.431879,-2178.137069
-1509.58215,92,159.2641,571.3388,-1509.58215
-220.42618,334,162.476482,1105.838411,-220.42618
-1357.418536,325,165.824118,1014.63067,-1357.418536
-1247.436271,148,167.49669,872.950538,-1247.436271
-1667.308134,142,168.813845,503.992423,-1667.308134
-1036.345663,266,171.501926,1017.763048,-1036.345663
-969.302658,217,173.77187,1356.653408,-969.302658
-799.004981,100,175.044248,1261.613803,-799.004981
-1771.555936,167,177.006284,379.193427,-1771.555936
-127.184756,78,177.825027,-2122.188231,-127.184756
-1369.251875,124,179.156321,693.016794,-1369.251875
-842.707419,107,180.262358,1221.899662,-842.707419
-845.549291,239,182.991468,1417.105289,-845.549291
-1170.757322,132,184.67589,1004.932085,-1170.757322
-828.977742,79,185.699396,264.867266,-828.977742
-1091.902233,219,188.387857,1212.126733,-1091.902233
-773.805627,182,190.654691,1286.733713,-773.805627
-410.19955,443,196.828775,2289.255308,-410.19955
