#{"t_start": 1636074556.0119886, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1
-1085.537033,55,2.009182,-71.917521,-1085.537033
-982.225894,43,2.657236,40.316717,-982.225894
-1057.010149,56,3.496855,-80.074969,-1057.010149
-977.522273,41,4.06961,44.985787,-977.522273
-976.59044,38,4.632372,31.339544,-976.59044
-1065.561692,66,6.041954,-115.799366,-1065.561692
-969.018746,39,6.662049,10.798874,-969.018746
-1167.541553,80,7.969924,-186.72799,-1167.541553
-1203.431977,61,8.907802,-79.214481,-1203.431977
