#{"t_start": 1638351791.0617461, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1
-1124.989028,58,3.136673,893.213767,-1124.989028
-1031.187222,44,3.622271,1075.601472,-1031.187222
-977.090312,41,4.073918,1030.284276,-977.090312
-1392.106219,120,5.341095,536.839047,-1392.106219
-982.314588,44,5.810801,1004.660436,-982.314588
-1023.741428,42,6.252011,1055.639043,-1023.741428
-1021.451201,42,6.678813,1018.848059,-1021.451201
-1180.393192,62,7.340865,1035.490728,-1180.393192
-1235.565151,75,8.14327,875.993881,-1235.565151
-1119.695702,51,8.676703,944.913279,-1119.695702
-1036.110868,50,9.177186,992.114167,-1036.110868
-1006.43887,38,9.585941,1082.591347,-1006.43887
-1005.688824,46,10.060064,1001.229791,-1005.688824
-974.844047,35,10.416482,1066.43153,-974.844047
-1022.677572,46,10.880289,996.498338,-1022.677572
-956.667268,40,11.28191,1038.877558,-956.667268
-1125.457728,57,11.843973,876.075917,-1125.457728
-1168.290912,62,12.478987,911.456719,-1168.290912
-1045.306578,49,12.947724,939.672768,-1045.306578
-999.621052,39,13.345772,1050.21869,-999.621052
-1018.672303,45,13.811922,1025.949681,-1018.672303
-1002.399165,41,14.241111,1034.432743,-1002.399165
-1029.440314,53,14.760872,955.904835,-1029.440314
-1167.325527,61,15.351176,941.905004,-1167.325527
-1030.755739,47,15.814123,980.648726,-1030.755739
-1196.987431,37,16.175415,824.447707,-1196.987431
-1102.686268,58,16.74018,905.989573,-1102.686268
-1003.79428,44,17.159082,1034.616812,-1003.79428
-1023.054552,49,17.650247,974.878391,-1023.054552
-983.326688,42,18.092519,968.686869,-983.326688
-970.338913,42,18.527644,1024.093061,-970.338913
-953.597182,43,18.952744,956.753527,-953.597182
-1177.890692,58,19.545203,898.046139,-1177.890692
-1043.91294,43,19.956873,1009.408239,-1043.91294
-1107.399167,51,20.446512,1016.950212,-1107.399167
-1181.527254,69,21.146448,841.255598,-1181.527254
-1088.436746,53,21.694682,1031.144114,-1088.436746
-1105.42048,50,22.233514,963.112514,-1105.42048
-1105.686494,53,22.826989,920.78555,-1105.686494
-1153.028609,55,23.453479,1053.926184,-1153.028609
-1203.006879,74,25.87085,855.646825,-1203.006879
-1423.790064,101,27.578485,677.677945,-1423.790064
-964.199086,39,28.208954,1025.016195,-964.199086
-1105.277832,60,28.823303,857.595792,-1105.277832
-1352.970186,77,29.764545,795.097158,-1352.970186
-996.957571,40,30.335811,1126.753183,-996.957571
-3318.182414,57,31.137702,-1272.234342,-3318.182414
-964.114736,42,31.678476,1046.169568,-964.114736
