#{"t_start": 1635374595.2100997, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1
-995.135842,41,61.946801,11.964801,-995.135842
-967.864659,40,62.607405,39.504326,-967.864659
-981.092583,38,63.247872,50.796307,-981.092583
-970.060105,43,64.006781,23.008368,-970.060105
-1094.808938,62,65.001349,-129.475043,-1094.808938
-1013.023394,39,65.638099,58.610212,-1013.023394
-1243.788697,73,66.893053,-116.529978,-1243.788697
-1070.038943,45,67.709805,-8.338218,-1070.038943
-1102.345337,60,68.785761,-117.85464,-1102.345337
-1227.375641,80,70.349323,-205.904684,-1227.375641
-1074.59292,57,71.250215,-117.348307,-1074.59292
-1070.274065,51,72.100927,-45.959243,-1070.274065
-972.51128,40,72.786026,24.740927,-972.51128
-1006.51899,39,73.367826,24.521277,-1006.51899
-1008.931128,41,73.989578,41.214101,-1008.931128
-974.503032,41,74.595055,44.404049,-974.503032
-1031.108686,46,75.397978,-24.650088,-1031.108686
-976.365281,41,76.112174,13.452052,-976.365281
-1443.941572,98,77.82443,-286.173397,-1443.941572
-1090.44183,46,78.613897,56.781347,-1090.44183
-963.683108,39,79.209793,30.496803,-963.683108
-1123.067074,66,80.271109,892.187723,-1123.067074
-1075.532621,50,81.135665,48.582495,-1075.532621
-971.70208,41,81.811028,83.110142,-971.70208
-952.436079,39,82.490335,43.805872,-952.436079
-1141.121395,67,83.572999,909.03481,-1141.121395
-1146.860659,58,84.537827,-71.024611,-1146.860659
-967.426716,57,85.416501,-151.12843,-967.426716
-1022.366315,50,86.17541,-35.99565,-1022.366315
-1043.262349,49,86.939855,-16.811148,-1043.262349
-991.578289,41,87.607683,63.344848,-991.578289
-1171.440318,59,88.522429,177.960832,-1171.440318
-1061.128433,59,89.43522,-48.242376,-1061.128433
-1444.247714,92,90.890007,-278.466811,-1444.247714
-1077.900755,63,91.94156,938.914401,-1077.900755
-1023.749614,40,92.545877,48.824336,-1023.749614
-998.008063,48,93.30081,1005.200595,-998.008063
-1193.324356,75,94.434483,849.949833,-1193.324356
-1053.67492,58,96.270223,939.11431,-1053.67492
-1422.661514,114,99.086331,620.604937,-1422.661514
-1114.412645,53,100.092564,-80.561265,-1114.412645
-949.813183,52,101.122841,-67.27507,-949.813183
-1129.028247,77,102.710873,796.588944,-1129.028247
-1073.074022,52,103.749509,-47.198517,-1073.074022
-1264.144975,88,105.402797,730.205106,-1264.144975
-1140.951207,59,106.474869,-69.964603,-1140.951207
-1218.279767,67,107.78378,-117.054973,-1218.279767
-1013.549786,43,108.643852,-10.756199,-1013.549786
-1038.587569,52,109.571085,-43.446324,-1038.587569
-1122.202701,63,110.886187,-109.076197,-1122.202701
-1110.390662,59,112.322867,-93.267839,-1110.390662
-1062.935595,47,113.570048,-26.17319,-1062.935595
-1036.870751,45,114.64088,-10.612219,-1036.870751
-1023.774327,62,116.180279,-103.981963,-1023.774327
-967.319575,36,116.983988,81.132789,-967.319575
-1096.436029,58,118.343121,-110.024646,-1096.436029
-1176.252256,56,119.664493,-47.807155,-1176.252256
-1164.088447,56,120.986062,-54.826601,-1164.088447
-1095.89233,68,122.516421,-147.97639,-1095.89233
-1097.325427,53,123.568948,-53.19409,-1097.325427
-1141.773159,57,124.623709,-40.549579,-1141.773159
-1168.02483,75,125.934761,859.210901,-1168.02483
-1089.591454,55,126.930351,-63.4918,-1089.591454
-1200.497743,64,128.284148,-122.198217,-1200.497743
-1073.96963,51,129.396545,-13.115765,-1073.96963
-1173.767505,72,130.761794,848.15801,-1173.767505
-1013.406923,38,131.471947,49.742256,-1013.406923
-1007.843075,46,132.234122,-64.880998,-1007.843075
-976.808507,61,133.206867,929.043148,-976.808507
-947.275678,35,133.826599,32.963074,-947.275678
-1018.375993,49,134.608948,-43.399679,-1018.375993
-1012.48988,55,135.574393,38.780839,-1012.48988
-1025.973005,40,136.281763,51.444412,-1025.973005
-1240.603012,72,137.929651,-152.815556,-1240.603012
-1025.423809,41,138.592426,92.268907,-1025.423809
-1026.167809,48,139.352954,7.840833,-1026.167809
-1146.962233,55,140.300796,-51.649939,-1146.962233
-1086.712448,64,141.333978,-156.81706,-1086.712448
