#{"t_start": 1636857981.3776505, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
-728.343079,95,2.360454,1379.702504,-728.343079
458.684552,453,7.396969,2567.801848,458.684552
-266.701676,263,9.71923,1071.068246,-266.701676
-47.188662,377,13.317008,2505.777329,-47.188662
-473.991124,163,15.455392,1636.849809,-473.991124
-463.415005,220,17.853019,875.768562,-463.415005
-560.364565,211,19.807307,1831.524721,-560.364565
-663.138882,112,20.803414,1441.906435,-663.138882
-498.992089,163,22.565243,1506.417507,-498.992089
1147.261687,52,23.376355,-808.325772,1147.261687
-632.169178,125,25.286696,455.611586,-632.169178
-191.039699,317,29.702854,2141.111691,-191.039699
-453.440029,216,32.771765,1799.470367,-453.440029
-574.088205,142,34.707009,1548.147383,-574.088205
-860.54884,43,35.336759,1180.518737,-860.54884
1791.714351,264,38.785243,-106.602074,1791.714351
-749.800019,121,40.258232,381.85027,-749.800019
-598.322949,222,43.590538,775.470567,-598.322949
-720.19817,146,46.389868,448.611385,-720.19817
-637.17136,150,48.581103,1504.491032,-637.17136
-389.509729,207,51.224287,1695.484531,-389.509729
-459.102298,158,53.167923,512.246051,-459.102298
-442.237775,219,55.872144,1881.208193,-442.237775
-583.322014,132,57.347303,1553.366852,-583.322014
501.960939,500,64.337669,720.004719,501.960939
-328.690035,344,68.512618,2158.213524,-328.690035
-454.392501,170,70.627044,1663.926346,-454.392501
-802.34856,109,71.82845,372.239655,-802.34856
-609.855714,224,74.181287,707.652985,-609.855714
