#{"t_start": 1636857934.911725, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
-683.384714,155,49.323521,532.853277,-683.384714
-123.469336,312,52.881792,2262.638157,-123.469336
-396.914087,287,55.61764,1012.904222,-396.914087
-785.092562,60,56.219947,1261.537435,-785.092562
-548.299048,146,57.329214,1510.273413,-548.299048
-622.056415,142,58.809502,485.885625,-622.056415
306.096109,418,63.805519,2395.918081,306.096109
-412.611526,181,65.53836,1774.608933,-412.611526
-331.333797,264,67.885533,2104.685032,-331.333797
-295.009036,374,73.348715,2404.118192,-295.009036
-675.868368,113,74.897846,473.186704,-675.868368
-497.032069,216,78.010948,644.865341,-497.032069
-561.042063,149,79.979134,1609.203045,-561.042063
-406.379878,336,84.525479,1394.936667,-406.379878
-400.48588,217,87.13954,1883.944488,-400.48588
1524.68567,157,89.427329,-530.471632,1524.68567
320.008304,500,97.281678,1034.166374,320.008304
1432.366976,106,98.606885,-606.390904,1432.366976
-751.428804,126,100.053879,531.852056,-751.428804
-696.867131,101,101.230356,1424.937164,-696.867131
-745.379661,132,102.913172,1491.068793,-745.379661
-559.443855,168,104.906915,1620.602772,-559.443855
-323.655603,283,109.072093,1985.512018,-323.655603
-708.885326,122,110.729156,400.461788,-708.885326
-571.50348,108,112.115844,1340.354796,-571.50348
388.467042,500,118.086606,672.437454,388.467042
-379.172962,184,119.918484,1717.76934,-379.172962
