#{"t_start": 1636857929.319327, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
-156.773892,285,56.68345,2078.501049,-156.773892
2.592841,411,60.716646,2611.51095,2.592841
-653.935456,140,61.975709,1570.962598,-653.935456
1320.019324,110,62.818407,-545.48953,1320.019324
-527.796764,144,64.239503,1564.033401,-527.796764
-573.099246,135,65.850779,1528.072476,-573.099246
-712.291274,150,67.791845,490.195414,-712.291274
-259.598209,288,70.731172,2069.680425,-259.598209
-846.43348,43,71.177206,1175.918288,-846.43348
-223.224442,245,73.336952,1937.473557,-223.224442
634.10303,500,80.474978,788.646336,634.10303
-332.640634,192,83.20277,1737.639704,-332.640634
-909.480241,80,84.308526,304.621615,-909.480241
-11.09938,356,89.106536,2354.904088,-11.09938
-606.167462,171,91.231289,1578.856757,-606.167462
-639.691564,102,92.519457,1424.762078,-639.691564
-676.628549,151,94.63076,620.149062,-676.628549
-670.603796,152,97.601717,634.319353,-670.603796
-473.09019,159,100.022178,1544.64757,-473.09019
-665.27573,137,101.915787,1518.153433,-665.27573
-422.544016,194,104.332164,1727.354452,-422.544016
-236.351899,229,106.981362,1809.122135,-236.351899
-524.27409,255,110.143183,1775.666396,-524.27409
-614.135273,151,112.094159,1563.885011,-614.135273
-902.480493,55,112.784392,222.65904,-902.480493
-581.130472,179,115.694677,630.396231,-581.130472
-96.666304,313,119.455544,2089.469337,-96.666304
-89.066306,348,123.7017,2164.780953,-89.066306
-697.473266,128,124.986979,419.800074,-697.473266
-291.09058,341,128.549273,2035.540856,-291.09058
