#{"t_start": 1636857915.0047383, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
-738.122601,103,68.802083,1432.952592,-738.122601
-105.116858,279,71.973599,1849.343305,-105.116858
-697.827841,94,72.87642,1363.43355,-697.827841
-468.621403,189,74.770873,585.119072,-468.621403
1442.250583,144,76.076508,-428.623693,1442.250583
-291.62265,246,78.153938,1898.401903,-291.62265
-653.069766,209,80.647722,1767.35141,-653.069766
-861.215384,87,81.828491,216.332321,-861.215384
-874.940531,73,82.646807,214.001979,-874.940531
-347.029354,285,85.520288,2133.532097,-347.029354
629.03838,500,91.219575,1060.096824,629.03838
590.211844,500,98.46041,279.952952,590.211844
-790.877746,77,99.405436,286.048096,-790.877746
-398.344953,243,102.671045,1862.06189,-398.344953
-451.160721,214,105.464981,1754.819416,-451.160721
-533.650773,174,107.620924,1618.589709,-533.650773
-541.579703,219,111.622043,795.490548,-541.579703
-699.334748,138,113.798336,548.544061,-699.334748
730.789156,500,120.141552,568.476921,730.789156
-262.953445,276,123.459262,1854.729349,-262.953445
-936.227087,51,124.04686,158.399928,-936.227087
-289.518174,220,126.894551,1900.118677,-289.518174
-225.839381,243,130.621864,2005.981037,-225.839381
720.386205,500,136.709789,1029.572519,720.386205
-729.081692,101,137.909799,380.092026,-729.081692
67.779754,380,141.904485,2269.723341,67.779754
