#{"t_start": 1638332520.1791492, "env_id": "multicomp/SumoAnts-v0"}
r,l,t,r0,r1
-1978.940127,167,28.600142,172.974265,-1978.940127
-1242.332803,127,29.844714,871.993017,-1242.332803
-1620.248884,201,31.81788,647.049426,-1620.248884
-884.304864,314,34.864305,1525.38243,-884.304864
-1192.237706,241,37.253953,1131.38641,-1192.237706
-3274.186062,188,38.995127,-1155.691444,-3274.186062
-297.157596,435,43.466829,1609.486364,-297.157596
-1829.015759,234,45.862264,424.967642,-1829.015759
-1451.523776,179,48.301432,761.666965,-1451.523776
17.577824,500,53.097594,-146.574684,17.577824
-2274.940036,267,55.786657,-190.864803,-2274.940036
-268.962032,421,59.802686,2514.034237,-268.962032
627.201618,169,61.436428,-1280.080735,627.201618
-1469.648559,193,63.331013,767.716433,-1469.648559
-681.665069,179,65.173945,679.332149,-681.665069
-1392.608339,160,66.795976,651.301181,-1392.608339
-788.249985,82,67.61191,266.402964,-788.249985
-2141.308138,228,70.960919,172.757682,-2141.308138
-1644.090226,121,72.63046,486.50139,-1644.090226
-502.862506,265,76.113116,1057.028442,-502.862506
-1585.054826,207,78.5855,685.737775,-1585.054826
-515.484874,344,82.810798,-2287.272772,-515.484874
-320.798599,368,86.658313,-2332.997717,-320.798599
-514.6565,286,89.5252,1663.525405,-514.6565
-1458.792185,284,92.502432,717.637065,-1458.792185
-1543.55281,231,94.64425,661.201601,-1543.55281
-885.637498,178,96.474032,1214.314657,-885.637498
-688.616679,158,98.012898,506.039381,-688.616679
-850.358098,125,99.289215,1288.311965,-850.358098
-497.095073,500,104.445722,-240.769179,-497.095073
-847.177393,183,106.137363,1559.267826,-847.177393
-1613.643213,118,107.220777,442.3869,-1613.643213
-2793.145459,166,108.92735,-657.419054,-2793.145459
-817.425806,92,109.87944,289.469253,-817.425806
-237.407497,361,113.750045,1179.290826,-237.407497
-714.364153,111,114.818439,406.236416,-714.364153
203.437817,68,115.489332,-877.710124,203.437817
-456.455006,312,118.873061,1245.088342,-456.455006
704.089909,143,120.406039,-1171.564806,704.089909
-404.284189,217,122.504002,823.906801,-404.284189
-836.604843,114,123.808226,298.049326,-836.604843
1071.0177,42,124.209709,-944.156246,1071.0177
-1310.529453,119,125.388088,779.612896,-1310.529453
-460.127318,198,127.431492,747.775469,-460.127318
-1244.180599,106,128.553611,835.60861,-1244.180599
-558.305458,218,130.652232,1544.46752,-558.305458
-1127.475453,42,131.083698,862.112677,-1127.475453
-1287.887978,327,134.753901,959.30674,-1287.887978
-1435.1955,167,136.788523,735.038937,-1435.1955
-1407.714286,53,137.34174,604.378664,-1407.714286
-1201.157925,99,138.320366,888.306546,-1201.157925
-840.309402,199,140.458503,1232.276197,-840.309402
-2025.496387,137,141.916261,127.546964,-2025.496387
-729.187044,135,143.747688,1278.407809,-729.187044
-587.324806,210,146.477323,492.093094,-587.324806
-705.331135,92,147.605927,353.13025,-705.331135
-1208.181812,108,149.099859,872.035879,-1208.181812
-996.81384,127,150.639607,1104.354644,-996.81384
-1150.217818,167,152.624176,983.403763,-1150.217818
-698.261367,115,153.898332,383.296921,-698.261367
-977.127152,247,156.659801,1259.62267,-977.127152
-238.213717,500,162.162237,369.965126,-238.213717
-558.63816,214,164.384004,746.515283,-558.63816
-633.46548,123,165.683411,470.623474,-633.46548
-624.567771,341,169.296917,1902.506282,-624.567771
1213.851095,95,170.250123,-741.992923,1213.851095
-1294.336649,218,172.254354,1066.448954,-1294.336649
-2252.888655,294,175.084324,131.228658,-2252.888655
372.361046,500,180.381498,890.38997,372.361046
-756.662269,157,182.099859,493.862809,-756.662269
-943.029695,48,182.526799,85.352244,-943.029695
-557.304869,232,184.544066,716.71187,-557.304869
-1066.648283,38,184.932186,956.549917,-1066.648283
-847.015934,107,185.977769,283.421601,-847.015934
-1556.386136,191,187.80403,719.161486,-1556.386136
-893.845547,98,188.706583,1184.311533,-893.845547
-1195.463106,215,191.015313,1164.501625,-1195.463106
3.844902,500,196.068446,593.344654,3.844902
-1108.875964,92,197.049127,983.312332,-1108.875964
-1178.455121,116,198.292153,918.118083,-1178.455121
-775.264525,133,199.637115,356.330454,-775.264525
-2070.877504,419,204.517118,327.706607,-2070.877504
-863.424844,131,205.88457,1360.410023,-863.424844
-2747.519908,297,209.376309,-569.250763,-2747.519908
-783.833051,331,213.509857,1574.15627,-783.833051
461.060475,70,214.371953,-1507.895827,461.060475
-1168.406335,315,218.661141,1110.095671,-1168.406335
-1220.341112,260,222.177143,1085.171823,-1220.341112
-1014.69565,72,223.09973,973.818601,-1014.69565
-1614.298689,143,224.743118,497.920257,-1614.298689
-1006.008273,500,230.789925,-428.738197,-1006.008273
-2318.009135,493,235.890732,-222.848054,-2318.009135
-2005.716606,273,238.605296,90.773404,-2005.716606
-1478.180304,205,240.638425,540.340591,-1478.180304
-1084.749302,265,243.287052,1086.106505,-1084.749302
-812.224667,150,244.77847,1295.322747,-812.224667
-763.930745,78,245.461549,302.518269,-763.930745
-1268.482525,163,247.253118,1060.330665,-1268.482525
-723.147894,241,249.745949,1676.061596,-723.147894
-1185.602931,57,250.29539,814.711588,-1185.602931
-1261.00773,192,252.247492,1043.105159,-1261.00773
-1018.681327,51,252.746722,1010.054652,-1018.681327
-1676.603743,240,255.383267,519.733014,-1676.603743
-724.046575,280,258.489986,1504.875156,-724.046575
-1196.16189,129,259.879802,942.680328,-1196.16189
-1529.116983,137,261.402125,557.112172,-1529.116983
1211.544605,86,262.431751,-752.087736,1211.544605
-940.38672,235,265.586534,1281.025635,-940.38672
-1081.347004,373,270.621114,1164.04393,-1081.347004
-413.368406,310,275.456009,1613.86857,-413.368406
-1004.097293,71,276.501673,1043.922431,-1004.097293
-5018.958717,500,282.760219,-4847.444261,-5018.958717
