#{"t_start": 1638323069.1239922, "env_id": "multicomp/YouShallNotPassHumans-v0"}
r,l,t,r0,r1
-1366.078943,50,1.412042,1119.05395,-1366.078943
-1413.514747,62,1.921327,1141.566777,-1413.514747
-1239.791413,41,2.281139,1106.346493,-1239.791413
-1388.116758,74,2.88901,1197.6299,-1388.116758
-1290.32796,39,3.192041,1091.343241,-1290.32796
-1242.871353,45,3.520166,1128.444895,-1242.871353
-1447.536425,57,3.943617,1147.699258,-1447.536425
-1344.22302,53,4.346118,1143.660014,-1344.22302
-1489.935496,75,4.919892,1216.317745,-1489.935496
-1298.018574,51,5.311242,1151.074694,-1298.018574
-1169.755772,55,5.723129,1148.905664,-1169.755772
-1481.997529,59,6.194066,1173.183708,-1481.997529
-1500.989155,70,6.744735,1207.874178,-1500.989155
-1218.98122,45,7.07866,1124.789965,-1218.98122
-1490.75226,58,7.49901,1168.540434,-1490.75226
-1292.497368,42,7.814875,1119.778062,-1292.497368
-1501.123344,61,8.309433,1152.303543,-1501.123344
-1426.58391,67,8.853464,1179.120746,-1426.58391
-1509.930192,61,9.447942,1138.934097,-1509.930192
-1463.103132,56,9.926063,1132.09461,-1463.103132
-1419.007704,57,10.376077,1146.902872,-1419.007704
-1342.153002,54,10.825088,1154.772651,-1342.153002
-1734.052864,84,11.482874,1163.465997,-1734.052864
-1340.403348,47,11.853538,1129.49839,-1340.403348
-1500.059919,61,12.33151,1174.977344,-1500.059919
-1298.523171,56,12.746668,1163.564567,-1298.523171
-1293.102428,55,13.23445,1166.930242,-1293.102428
-1448.325938,59,13.68018,1145.156238,-1448.325938
-1383.835318,55,14.089218,1143.802382,-1383.835318
-1476.131578,65,14.563952,1097.932108,-1476.131578
-1190.02707,36,14.839648,1102.742245,-1190.02707
-1360.62477,52,15.239632,1131.603244,-1360.62477
-1584.862664,78,15.837977,1196.998828,-1584.862664
-1497.215981,66,16.33988,1175.523379,-1497.215981
-1278.439723,59,16.772644,1161.951516,-1278.439723
-1445.131157,58,17.640126,1180.260686,-1445.131157
-1693.147465,84,18.258589,1251.160177,-1693.147465
-1443.333521,57,18.700285,1152.446485,-1443.333521
-1274.422675,43,19.02378,1121.940889,-1274.422675
-1543.598263,71,19.595948,1201.034276,-1543.598263
-1295.36378,40,19.890961,1114.638122,-1295.36378
-1256.209447,42,20.202604,1122.697615,-1256.209447
-1608.392813,76,20.815096,1156.411141,-1608.392813
-1516.11149,66,21.359204,1170.63031,-1516.11149
-1251.810231,41,21.669906,1104.00969,-1251.810231
-1630.171581,73,22.19679,1140.446499,-1630.171581
-1329.116567,47,22.535555,1120.470938,-1329.116567
-1511.350943,69,23.035674,1203.850211,-1511.350943
-1368.435479,50,23.402578,1137.058343,-1368.435479
-1171.172769,49,23.761306,1140.382313,-1171.172769
-1309.784434,59,24.185906,1174.661486,-1309.784434
-1205.77062,52,24.604001,1154.157139,-1205.77062
-1150.394466,47,24.942325,1152.221072,-1150.394466
-1526.912359,60,25.379662,1162.168645,-1526.912359
-1309.93425,45,25.728552,1129.010254,-1309.93425
-1401.497825,53,26.117109,1146.999173,-1401.497825
-1563.289284,64,26.577344,1131.284155,-1563.289284
-1341.703908,52,26.952445,1135.2911,-1341.703908
-1448.975828,64,27.411019,1180.020087,-1448.975828
-1280.556844,41,27.703444,1123.607182,-1280.556844
-1432.253111,59,28.131883,1172.349276,-1432.253111
-1717.488864,90,28.823091,1246.656439,-1717.488864
-1614.04647,74,29.363562,1187.240955,-1614.04647
-1434.584526,59,29.8121,1134.730908,-1434.584526
-1373.720994,53,30.20126,1140.409131,-1373.720994
-1446.997963,58,30.624714,1151.058338,-1446.997963
-1438.083748,56,31.039186,1160.583037,-1438.083748
-1342.290511,47,31.401766,1117.32136,-1342.290511
-1284.628545,37,31.676922,1095.189115,-1284.628545
-1707.34729,82,32.292733,1068.603791,-1707.34729
-1315.737172,56,32.719274,1157.554545,-1315.737172
-1460.610713,58,33.388245,1144.029437,-1460.610713
-1278.065762,51,33.756275,1132.761315,-1278.065762
-1483.468993,61,34.210763,1146.777141,-1483.468993
-1393.737032,70,34.729222,1177.285855,-1393.737032
-1287.381848,44,35.101306,1121.956934,-1287.381848
-1368.962905,58,35.531486,1173.188506,-1368.962905
-1472.458565,65,36.026575,1148.698557,-1472.458565
-1230.143208,46,36.386645,1130.351492,-1230.143208
-1388.142337,49,36.796094,1136.754664,-1388.142337
-1668.191338,84,37.4645,-162.512824,-1668.191338
-1855.287696,86,38.400132,1140.931241,-1855.287696
-1198.502053,37,38.928292,1105.656992,-1198.502053
