#{"t_start": 1636778877.7328234, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1
-1043.38649,55,47.154489,955.853075,-1043.38649
-1089.086063,54,47.728422,-11.066885,-1089.086063
-1021.778337,45,48.179577,8.649422,-1021.778337
-1060.486873,50,48.878895,-71.21995,-1060.486873
-1109.208943,54,49.465996,-84.249923,-1109.208943
-1035.24757,49,49.99451,-28.673113,-1035.24757
-963.681334,46,50.490372,15.965092,-963.681334
-975.284192,37,51.077071,109.152531,-975.284192
-946.022271,57,51.759443,-82.780738,-946.022271
-1020.708977,48,52.271683,-37.753663,-1020.708977
-1070.653039,58,52.870385,-21.583625,-1070.653039
-1051.630559,55,53.621648,-90.032721,-1051.630559
-1202.316891,70,54.476062,-120.493534,-1202.316891
-933.864587,37,54.84567,45.968938,-933.864587
-976.560963,53,55.496212,6.59816,-976.560963
-1011.117458,45,56.107571,-7.305759,-1011.117458
-1012.744585,50,56.746186,987.463683,-1012.744585
-1024.186048,53,57.676435,-30.286232,-1024.186048
-1137.014362,58,58.50738,33.885327,-1137.014362
-1064.765252,57,59.258939,-62.667061,-1064.765252
-1051.691971,50,59.860751,-34.675269,-1051.691971
-1172.695326,64,60.73489,-158.711236,-1172.695326
-1108.871806,57,61.340423,-81.58317,-1108.871806
-986.681342,38,61.752775,41.662612,-986.681342
-990.283912,61,62.55018,17.674974,-990.283912
-1050.021949,45,63.11299,107.912811,-1050.021949
-966.404293,39,63.547045,27.635831,-966.404293
-1049.508407,49,64.215519,2.575908,-1049.508407
-1000.225238,42,64.801234,49.405225,-1000.225238
-950.925994,39,65.529934,20.785588,-950.925994
-1194.103198,65,66.488322,-62.02192,-1194.103198
-1099.691856,58,67.267414,-77.305296,-1099.691856
-1045.32008,53,67.990058,-78.071297,-1045.32008
-974.382399,39,68.669621,29.491326,-974.382399
-1272.771194,85,69.839858,760.707578,-1272.771194
-1052.821687,55,70.627739,965.570563,-1052.821687
-1102.411758,57,71.65116,1.88526,-1102.411758
-1134.890554,59,72.504876,-133.18304,-1134.890554
-1070.755269,49,73.344246,-84.885468,-1070.755269
-1119.942859,63,75.45109,-98.857282,-1119.942859
-1021.562865,49,76.177915,-23.778166,-1021.562865
-1001.387555,48,76.889197,-8.721166,-1001.387555
-1011.952277,46,77.620718,-18.515379,-1011.952277
-973.166894,38,78.39345,10.755663,-973.166894
-1006.050582,39,78.985479,16.581587,-1006.050582
-1142.046414,61,79.952865,-124.957793,-1142.046414
-1001.426126,45,80.670701,7.434178,-1001.426126
-1020.424191,52,81.800709,-75.544712,-1020.424191
-953.806755,39,82.45581,30.192123,-953.806755
-972.125893,41,83.086971,81.607826,-972.125893
-1067.524067,51,83.942671,-57.166885,-1067.524067
-1056.198948,50,84.778912,-98.026237,-1056.198948
-1313.73966,86,86.498804,-311.519976,-1313.73966
-1019.177759,47,87.356912,-9.885319,-1019.177759
-1009.181525,43,88.061248,44.665167,-1009.181525
-1084.148802,46,89.043013,20.581782,-1084.148802
-1234.863491,71,90.354428,-180.085588,-1234.863491
-1102.006439,46,91.167918,38.167187,-1102.006439
-1261.395888,71,92.658005,-77.300893,-1261.395888
-970.500504,37,93.347195,91.90596,-970.500504
-1753.45608,130,95.627453,-468.073872,-1753.45608
-978.247762,39,96.507746,17.625764,-978.247762
-1332.254794,105,98.227309,630.42529,-1332.254794
-992.007384,52,99.163582,158.071918,-992.007384
-989.831444,58,100.442526,-86.537473,-989.831444
-1075.313913,56,101.427295,-54.132923,-1075.313913
-1021.216415,44,102.154581,138.863239,-1021.216415
-1019.75595,43,103.082407,53.676939,-1019.75595
-1000.511826,46,103.82878,33.635842,-1000.511826
-1137.258078,54,104.683492,-109.345241,-1137.258078
-994.504203,42,105.308428,61.274252,-994.504203
-960.64748,40,106.111317,131.437135,-960.64748
