#{"t_start": 1638323069.161006, "env_id": "multicomp/YouShallNotPassHumans-v0"}
r,l,t,r0,r1
-1198.14537,46,1.344831,1126.492276,-1198.14537
-1335.03202,50,1.745428,1146.84462,-1335.03202
-1211.603415,51,2.192545,1144.80924,-1211.603415
-2230.984528,132,3.250647,-410.870301,-2230.984528
-1627.42438,76,3.812103,1178.281244,-1627.42438
-1273.414093,48,4.172828,1120.035465,-1273.414093
-1440.664971,62,4.647096,1176.799725,-1440.664971
-1536.411849,70,5.178597,1157.856444,-1536.411849
-1765.339672,88,5.85962,-154.322532,-1765.339672
-1532.092795,71,6.427682,1122.669434,-1532.092795
-1194.311358,42,6.749423,1102.953787,-1194.311358
-1329.727498,57,7.169005,1136.31274,-1329.727498
-1435.575999,58,7.586082,1160.535959,-1435.575999
-1518.739338,59,8.051879,1165.092346,-1518.739338
-1474.085763,61,8.542992,1157.433353,-1474.085763
-1317.247369,53,9.043722,1130.890648,-1317.247369
-1285.46154,46,9.457314,1124.666642,-1285.46154
-1225.707747,39,9.793014,1111.842895,-1225.707747
-1186.447529,41,10.121798,1121.13915,-1186.447529
-1379.657979,54,10.557544,1167.448898,-1379.657979
-1556.043619,71,11.12808,1183.808861,-1556.043619
-1546.223291,63,11.621839,1177.347379,-1546.223291
-1473.935368,55,12.044992,1154.174353,-1473.935368
-1584.703635,73,12.609633,1164.144578,-1584.703635
-1394.645185,65,13.166181,1177.627833,-1394.645185
-1447.883517,56,13.591912,1171.697519,-1447.883517
-1579.22,77,14.158876,1161.988553,-1579.22
-1387.413678,52,14.544215,1143.179288,-1387.413678
-1324.548499,53,14.952145,1158.634475,-1324.548499
-1531.216775,75,15.528749,1101.20457,-1531.216775
-1201.665571,41,15.846622,1109.999559,-1201.665571
-1386.834061,71,16.380186,1211.374543,-1386.834061
-1348.747777,45,16.707787,1117.61158,-1348.747777
-1305.891478,58,17.570989,1167.133917,-1305.891478
-1457.335082,52,17.950899,1140.28298,-1457.335082
-1331.105635,66,18.465706,1096.820023,-1331.105635
-1609.535338,65,18.94907,1141.344487,-1609.535338
