#{"t_start": 1638323069.1429524, "env_id": "multicomp/YouShallNotPassHumans-v0"}
r,l,t,r0,r1
-1379.581538,45,1.354213,1117.434051,-1379.581538
-1659.841105,78,2.002429,1220.408113,-1659.841105
-1345.685381,49,2.455818,1099.40646,-1345.685381
-1611.142477,75,3.024969,1214.249269,-1611.142477
-1227.683054,44,3.357559,1120.152723,-1227.683054
-1474.029393,58,3.783262,1161.525937,-1474.029393
-1500.040741,62,4.250531,1122.986685,-1500.040741
-1437.239017,62,4.728006,1178.11024,-1437.239017
-1401.602679,48,5.092898,1124.896605,-1401.602679
-1461.120215,61,5.560891,1177.041585,-1461.120215
-1506.600335,64,6.051528,1175.38331,-1506.600335
-1795.317607,88,6.752203,1246.8719,-1795.317607
-1494.710691,61,7.203302,1116.397511,-1494.710691
-1337.508063,50,7.561651,1120.214114,-1337.508063
-1250.012635,42,7.878977,1110.896515,-1250.012635
-1361.078584,57,8.346503,1168.5121,-1361.078584
-1531.495932,67,8.922018,1174.583358,-1531.495932
-1326.260409,46,9.368633,1139.190388,-1326.260409
-1538.839766,75,9.996412,1207.974357,-1538.839766
-1399.540044,45,10.34829,1134.047773,-1399.540044
-1491.308621,72,10.94926,1213.730498,-1491.308621
-1386.8018,54,11.36273,1140.897698,-1386.8018
-1188.147813,36,11.648695,1097.583027,-1188.147813
-1364.453296,52,12.048544,1137.020591,-1364.453296
-1539.440046,78,12.649688,1203.816664,-1539.440046
-1364.394371,61,13.176593,1168.150153,-1364.394371
-1909.002979,99,13.925374,-113.013591,-1909.002979
-1181.252154,36,14.185136,1093.485562,-1181.252154
-1375.009273,50,14.552847,1142.225884,-1375.009273
-1371.224434,56,14.998543,1157.920348,-1371.224434
-1552.593845,76,15.572289,1218.806475,-1552.593845
-1367.002822,59,16.02064,1149.863923,-1367.002822
-1623.748007,74,16.571779,1215.451133,-1623.748007
-1514.417501,73,17.544128,1204.615524,-1514.417501
-1586.656331,78,18.122006,1056.31026,-1586.656331
-1278.174098,42,18.452905,1106.347287,-1278.174098
-1241.234673,46,18.79729,1126.041194,-1241.234673
-1827.648841,92,19.522726,1084.887781,-1827.648841
-1476.09946,60,19.97301,1140.569565,-1476.09946
-1383.132589,52,20.382936,1128.834099,-1383.132589
-1254.705827,48,20.760987,1132.000234,-1254.705827
-1387.250455,56,21.229984,1148.460576,-1387.250455
-1388.272544,50,21.606556,1141.061444,-1388.272544
-1424.079618,54,21.996547,1123.274516,-1424.079618
-1672.764778,80,22.56964,1037.870942,-1672.764778
-1920.839607,87,23.211846,1057.942504,-1920.839607
-1219.103817,39,23.49714,1110.825759,-1219.103817
-1375.542769,60,23.922916,1166.80837,-1375.542769
-1437.135149,53,24.338312,1156.783618,-1437.135149
-1448.159206,53,24.73506,1137.377879,-1448.159206
-1609.830494,71,25.247904,1130.570641,-1609.830494
-1406.478656,52,25.640646,1126.198161,-1406.478656
-1469.684168,58,26.076939,1167.060086,-1469.684168
-1417.692398,60,26.501454,1172.408446,-1417.692398
-1224.604027,42,26.811049,1128.510522,-1224.604027
-1553.164333,68,27.303992,1014.291155,-1553.164333
-1262.62637,46,27.626492,1116.659442,-1262.62637
-1854.5438,90,28.297545,-97.60448,-1854.5438
-1255.477155,42,28.617628,1111.443349,-1255.477155
-1233.512057,34,28.870965,1095.963156,-1233.512057
-1475.627901,66,29.35401,1108.569557,-1475.627901
-1178.297016,42,29.675393,1122.332311,-1178.297016
-1472.796092,56,30.086177,1155.17364,-1472.796092
-1326.787357,64,30.553011,1170.178783,-1326.787357
-1193.945982,41,30.857846,1120.445821,-1193.945982
-1317.045777,56,31.278813,1147.875852,-1317.045777
-1409.638059,62,31.748186,1169.666765,-1409.638059
-1232.28362,46,32.099361,1123.104894,-1232.28362
-1378.401625,48,32.45533,1123.916481,-1378.401625
-1421.157705,53,33.106864,1134.681661,-1421.157705
-1467.638031,57,33.52025,1139.239188,-1467.638031
-1797.750667,88,34.160827,1180.253074,-1797.750667
-1412.066126,53,34.558514,1143.57455,-1412.066126
-1494.297289,60,35.041383,1158.242346,-1494.297289
-1414.337916,57,35.469509,1167.8184,-1414.337916
-1345.631083,51,35.857113,1134.712016,-1345.631083
-1297.494701,49,36.232122,1125.710122,-1297.494701
-1380.694284,51,36.665985,1143.932347,-1380.694284
-1559.615948,69,37.193534,1194.887265,-1559.615948
-1379.84867,57,37.701313,1161.107785,-1379.84867
-1402.783011,53,38.304829,1145.020881,-1402.783011
-1211.08069,35,38.793006,1098.453955,-1211.08069
-1414.934631,56,39.457441,1142.315915,-1414.934631
-1723.116119,79,40.173966,1168.570494,-1723.116119
-1185.905212,39,40.518225,1102.485358,-1185.905212
-1325.982918,47,40.870341,1125.118822,-1325.982918
-1580.441129,67,41.448676,1062.203973,-1580.441129
-1476.294179,63,42.079815,1185.511659,-1476.294179
-1440.888999,56,42.605715,1139.065619,-1440.888999
-1479.212103,61,43.113451,1180.4583,-1479.212103
-1332.476525,45,43.485552,1109.772001,-1332.476525
-1761.718932,83,44.171289,1032.441846,-1761.718932
-1525.953291,68,44.76251,1171.963483,-1525.953291
-1241.626202,51,45.241794,1146.48534,-1241.626202
-1317.004312,49,45.664532,1123.337924,-1317.004312
-1245.164905,37,46.004843,1102.352403,-1245.164905
-1576.279846,70,46.586509,1146.835667,-1576.279846
-1321.717321,53,47.003368,1154.806241,-1321.717321
-1487.6387,61,47.583442,1156.220067,-1487.6387
-1474.995391,67,48.256076,1206.166734,-1474.995391
-1425.060816,58,48.732165,1159.439454,-1425.060816
-1366.910838,52,49.157337,1127.391625,-1366.910838
-1328.014619,52,49.692024,1153.941226,-1328.014619
-1638.844522,80,50.476429,1232.818538,-1638.844522
-1398.735455,60,50.975685,1165.846323,-1398.735455
-1277.957376,44,51.715409,1132.905529,-1277.957376
-1604.833776,70,52.406466,1111.855054,-1604.833776
-1287.079004,43,52.761097,1125.409571,-1287.079004
-1337.055379,55,53.206646,1144.35481,-1337.055379
-1395.919864,52,53.765802,1155.739832,-1395.919864
-1199.097652,47,54.365433,1124.334068,-1199.097652
-1347.956981,55,54.86213,1162.275969,-1347.956981
-1430.748637,59,55.487918,1163.422572,-1430.748637
-1314.395144,52,56.023337,1132.227687,-1314.395144
-1418.590613,53,56.550496,1035.747641,-1418.590613
-2274.438522,127,57.779125,-156.801478,-2274.438522
-1558.690861,66,58.348713,1162.445219,-1558.690861
-1497.346328,60,58.860309,1171.252442,-1497.346328
-1341.734187,60,59.382764,1169.252681,-1341.734187
-1387.856322,56,59.901859,1159.853691,-1387.856322
-1330.791867,50,60.315891,1142.0902,-1330.791867
-1223.132462,37,60.680004,1108.333414,-1223.132462
-1438.551064,65,61.33714,1158.804617,-1438.551064
-1559.900127,65,62.025372,1172.110375,-1559.900127
-1271.253748,52,62.528524,1137.257652,-1271.253748
-1286.781388,45,62.962759,1113.133944,-1286.781388
-1339.603465,42,63.30636,1116.421841,-1339.603465
-1583.148065,69,63.921144,1063.909894,-1583.148065
-1582.65519,69,64.588125,1108.917324,-1582.65519
-1224.765773,50,65.041294,1137.037225,-1224.765773
-1237.246641,45,65.471419,1142.726095,-1237.246641
-1257.611725,47,65.871921,1129.466565,-1257.611725
-1228.623045,42,66.224937,1116.714046,-1228.623045
-1655.733327,85,66.990212,1100.138336,-1655.733327
-1446.850954,54,67.549115,1164.5856,-1446.850954
-1277.511502,44,67.939827,1125.944524,-1277.511502
-1813.734289,84,68.773123,-213.083539,-1813.734289
-1548.06518,66,69.507068,1189.669768,-1548.06518
-1385.059562,52,69.950297,1139.527709,-1385.059562
-1571.292584,69,70.633475,1171.320784,-1571.292584
-1326.80561,46,71.439065,1136.757299,-1326.80561
-1295.708834,42,71.871637,1132.06797,-1295.708834
-1207.786994,38,72.262048,1117.665223,-1207.786994
-1421.415357,87,73.218134,1132.392216,-1421.415357
-1433.935609,52,73.732135,1157.693313,-1433.935609
-1885.462543,101,74.549887,1293.359242,-1885.462543
-1210.060507,45,74.906059,1128.637772,-1210.060507
-1469.742078,62,75.386341,1171.665015,-1469.742078
-1663.101588,85,76.098813,1081.749364,-1663.101588
-1589.368507,65,76.71962,1172.872879,-1589.368507
-1447.640464,59,77.329434,1177.26817,-1447.640464
-1523.883273,62,77.883012,1163.674437,-1523.883273
-1657.771882,71,78.435625,1108.358799,-1657.771882
-1691.285994,79,79.067507,1142.040327,-1691.285994
-1647.382277,75,79.670074,1155.522762,-1647.382277
-1419.856364,59,80.187517,1162.32847,-1419.856364
-1306.549989,66,80.689315,1203.92505,-1306.549989
-1477.189122,69,81.236177,1114.24564,-1477.189122
-1562.045865,68,81.811587,1173.715357,-1562.045865
-1840.024433,90,82.549453,1232.871021,-1840.024433
-1490.771348,61,83.03647,1111.538197,-1490.771348
-1613.016052,73,83.659074,1121.914253,-1613.016052
-1658.701459,73,84.256158,1062.833126,-1658.701459
-1209.599122,45,84.61681,1133.980612,-1209.599122
-1546.388905,74,85.206256,1152.893824,-1546.388905
-1347.173806,73,85.759646,1206.374956,-1347.173806
-1317.102238,56,86.187827,1150.861689,-1317.102238
-1459.33108,65,86.701865,1178.305249,-1459.33108
-1396.368897,56,87.133402,1169.365641,-1396.368897
-1366.057692,50,87.519603,1120.393673,-1366.057692
-1389.302618,57,87.957375,1157.305384,-1389.302618
-1593.692574,67,88.511075,1197.602475,-1593.692574
-1250.735777,60,89.371765,1170.320248,-1250.735777
-1671.827547,82,90.104109,1201.343893,-1671.827547
-1366.529648,50,90.489095,1150.631972,-1366.529648
-1355.041478,55,90.983112,1156.229066,-1355.041478
-1217.179318,51,91.45957,1135.470838,-1217.179318
-1401.877016,62,92.003192,1163.484072,-1401.877016
-1501.437553,68,92.561739,1182.614477,-1501.437553
-1414.860499,55,92.982983,1146.064249,-1414.860499
-1259.727672,50,93.380863,1150.81729,-1259.727672
-1458.274313,67,94.026037,1199.742895,-1458.274313
-1735.041245,82,95.061532,905.965696,-1735.041245
-1538.434617,65,95.844156,1181.609596,-1538.434617
-1336.287916,49,96.325738,1122.894693,-1336.287916
-1797.222912,86,97.030071,-0.554982,-1797.222912
-1302.577229,46,97.415946,1104.113364,-1302.577229
-1407.906552,53,97.841735,1127.367724,-1407.906552
-1272.079609,40,98.165411,1090.898504,-1272.079609
-1603.143543,68,98.713929,1176.930861,-1603.143543
-1190.153429,46,99.071246,1133.091047,-1190.153429
-1253.063741,49,99.464365,1153.06072,-1253.063741
-1476.187821,61,99.972655,1158.804061,-1476.187821
-1436.079033,54,100.395995,1150.734976,-1436.079033
-1466.162252,57,100.836857,1170.893992,-1466.162252
-1325.334725,46,101.217809,1125.795186,-1325.334725
-1357.818006,53,101.658133,1159.565693,-1357.818006
-1302.531135,53,102.092821,1163.549441,-1302.531135
-1539.243217,67,102.654254,1198.234365,-1539.243217
-1236.367954,54,103.078677,1162.464445,-1236.367954
-1645.846148,78,103.707955,67.231929,-1645.846148
-1426.562659,52,104.107445,1143.426296,-1426.562659
-1274.105746,77,104.760742,1171.284001,-1274.105746
-1202.880878,42,105.102752,1131.222422,-1202.880878
-1393.785832,51,105.50528,1137.176769,-1393.785832
-1539.536145,64,105.988995,1191.683732,-1539.536145
-1351.94454,45,106.441391,1128.350557,-1351.94454
-1226.132641,35,107.011962,1099.432004,-1226.132641
-1785.343903,82,107.640758,1233.617182,-1785.343903
