#{"t_start": 1638351549.0269036, "env_id": "multicomp/SumoHumans-v0"}
r,l,t,r0,r1
-1124.989028,58,1.787401,893.213767,-1124.989028
-1031.187222,44,2.177209,1075.601472,-1031.187222
-977.090312,41,2.51723,1030.284276,-977.090312
-1392.106219,120,3.518247,536.839047,-1392.106219
-982.314588,44,3.905593,1004.660436,-982.314588
-1023.741428,42,4.272131,1055.639043,-1023.741428
-1021.451201,42,4.610711,1018.848059,-1021.451201
-1180.393192,62,5.150696,1035.490728,-1180.393192
-1235.565151,75,5.813434,875.993881,-1235.565151
-1119.695702,51,6.277396,944.913279,-1119.695702
-1036.110868,50,6.718999,992.114167,-1036.110868
-1006.43887,38,7.09587,1082.591347,-1006.43887
-1005.688824,46,7.517564,1001.229791,-1005.688824
-974.844047,35,7.826013,1066.43153,-974.844047
-1022.677572,46,8.250553,996.498338,-1022.677572
-956.667268,40,8.608343,1038.877558,-956.667268
-1125.457728,57,9.120573,876.075917,-1125.457728
-1168.290912,62,9.707618,911.456719,-1168.290912
-1045.306578,49,10.142721,939.672768,-1045.306578
-999.621052,39,10.501073,1050.21869,-999.621052
-1018.672303,45,10.929102,1025.949681,-1018.672303
-1002.399165,41,11.280127,1034.432743,-1002.399165
-1029.440314,53,11.759188,955.904835,-1029.440314
-1167.325527,61,12.308376,941.905004,-1167.325527
-1030.755739,47,12.745206,980.648726,-1030.755739
-1196.987431,37,13.075652,824.447707,-1196.987431
-1102.686268,58,13.608705,905.989573,-1102.686268
-1003.79428,44,14.004423,1034.616812,-1003.79428
-1023.054552,49,14.469419,974.878391,-1023.054552
-983.326688,42,14.872172,968.686869,-983.326688
-970.338913,42,15.240177,1024.093061,-970.338913
-953.597182,43,15.635448,956.753527,-953.597182
-1177.890692,58,16.169493,898.046139,-1177.890692
-1043.91294,43,16.560233,1009.408239,-1043.91294
-1107.399167,51,17.018295,1016.950212,-1107.399167
-1181.527254,69,17.612902,841.255598,-1181.527254
-1088.436746,53,18.080169,1031.144114,-1088.436746
-1105.42048,50,18.528382,963.112514,-1105.42048
-1105.686494,53,18.976106,920.78555,-1105.686494
-1153.028609,55,19.455647,1053.926184,-1153.028609
-1203.006879,74,20.498244,855.646825,-1203.006879
-1423.790064,101,21.380383,677.677945,-1423.790064
-964.199086,39,21.721936,1025.016195,-964.199086
-1105.277832,60,22.260751,857.595792,-1105.277832
-1352.970186,77,22.935971,795.097158,-1352.970186
-996.957571,40,23.275768,1126.753183,-996.957571
-3318.182414,57,23.7814,-1272.234342,-3318.182414
-964.114736,42,24.147234,1046.169568,-964.114736
-3252.620661,56,24.606833,-1313.84584,-3252.620661
-1041.588018,52,25.062606,971.492353,-1041.588018
-1073.908261,56,25.554777,984.732798,-1073.908261
-1065.055329,45,25.926965,1008.280652,-1065.055329
-1011.942896,48,26.345773,1035.820154,-1011.942896
-1039.725959,73,26.971071,733.355751,-1039.725959
